215;66;2;1506;1
216;66;3;827;1
217;66;4;5926;1
218;67;1;2792;1
219;67;2;5661;1
220;68;1;4695;1
221;68;2;2925;1
222;68;3;2166;1
223;69;1;6733;1
224;70;1;2660;1
225;70;2;902;1
226;70;3;5537;1
227;70;4;5247;1
228;70;5;5202;1
229;70;6;5577;1
230;70;7;1838;1
231;70;8;3377;1
232;70;9;1760;1
233;70;10;6589;1
234;70;11;1296;1
235;70;12;3365;1
236;70;13;2023;1
237;71;1;3118;1
238;71;2;3610;1
239;71;3;3757;1
240;72;1;4367;1
241;73;1;1119;1
242;73;2;1228;1
243;73;3;5101;1
244;74;1;3000;1
245;74;2;876;1
246;74;3;405;1
247;75;1;715;1
248;75;2;3046;1
249;75;3;6523;1
250;75;4;5443;1
251;75;5;3942;1
252;75;6;2984;1
253;76;1;2427;1
254;76;2;5304;1
255;76;3;1157;1
256;77;1;1810;1
257;77;2;5502;1
258;77;3;109;1
259;77;4;3064;1
260;77;5;4414;1
261;77;6;3670;1
262;77;7;4549;1
263;77;8;5648;1
264;77;9;2905;1
265;78;1;4887;1
266;78;2;2837;2
267;78;3;609;1
268;78;4;5829;1
269;78;5;1048;1
270;78;6;200;1
271;78;7;6299;1
272;79;1;1800;1
273;79;2;3178;1
274;79;3;5776;1
275;80;1;4834;1
276;80;2;1465;1
277;80;3;790;2
278;80;4;5750;1
279;80;5;2532;1
280;80;6;1008;1
281;80;7;5183;1
282;80;8;3155;1
283;80;9;4160;1
284;80;10;3546;1
285;81;1;2281;1
286;81;2;5201;1
287;81;3;5869;1
288;82;1;4182;1
289;82;2;3814;1
290;82;3;6541;1
291;83;1;4935;1
292;83;2;5027;1
293;84;1;5358;1
294;84;2;5991;1
295;84;3;1464;1
296;84;4;1830;2
297;84;5;4318;1
298;85;1;4136;1
299;86;1;3129;1
300;87;1;4844;1
301;87;2;2243;1
302;87;3;3694;1
303;87;4;6651;1
304;87;5;2978;1
305;87;6;555;1
306;87;7;3169;1
307;87;8;2968;1
308;87;9;2310;1
309;88;1;1690;1
310;88;2;4929;1
311;88;3;4428;1
312;88;4;2570;1
313;89;1;1713;1
314;89;2;2849;1
315;89;3;3196;1
316;89;4;6272;1
317;90;1;3338;1
318;90;2;513;1
319;90;3;2812;1
320;90;4;4799;1
321;91;1;1026;1
322;91;2;67;1
323;91;3;2299;1
324;91;4;999;1
325;92;1;1360;1
326;92;2;6797;1
327;92;3;5790;1
328;93;1;4637;1
329;93;2;6495;1
330;93;3;882;1
331;93;4;3251;1
332;93;5;594;1
333;93;6;2410;1
334;93;7;3625;1
335;93;8;4194;4
336;93;9;2029;1
337;93;10;4945;1
338;94;1;1621;1
339;94;2;4688;1
340;95;1;408;1
341;96;1;6630;1
342;96;2;6594;1
343;96;3;759;1
344;97;1;1248;1
345;97;2;3075;1
346;98;1;6742;1
347;99;1;1179;1
348;99;2;5489;1
349;99;3;5285;1
350;99;4;562;1
351;100;1;763;1
352;100;2;6599;1
353;100;3;2901;1
354;100;4;5957;1
355;100;5;2821;1
356;100;6;5317;1
357;100;7;947;3
358;100;8;1835;1
359;100;9;6544;1
360;101;1;1064;1
361;101;2;2592;3
362;101;3;3025;1
363;101;4;2809;1
364;101;5;2118;4
365;102;1;223;1
366;102;2;210;1
367;102;3;4177;1
368;103;1;1417;1
369;104;1;5091;1
370;104;2;3130;1
371;104;3;886;1
372;105;1;4264;1
373;105;2;2941;1
374;105;3;2511;1
375;105;4;4487;1
376;106;1;5160;1
377;106;2;736;1
378;106;3;783;1
379;106;4;5105;1
380;107;1;2824;1
381;107;2;1459;1
382;107;3;5054;1
383;107;4;811;1
384;107;5;2042;1
385;107;6;6768;1
386;108;1;5463;1
387;108;2;6570;1
388;108;3;3090;1
389;108;4;76;1
390;109;1;3033;1
391;110;1;3435;1
392;110;2;4731;1
393;110;3;3001;1
394;110;4;271;1
395;111;1;2979;1
396;111;2;834;2
397;111;3;3943;1
398;112;1;5733;1
399;112;2;4471;1
400;112;3;336;1
401;112;4;783;1
402;113;1;6322;1
403;113;2;4830;1
404;113;3;3502;1
405;113;4;3977;1
406;113;5;203;1
407;113;6;1993;1
408;113;7;25;1
409;113;8;3883;1
410;114;1;4963;1
411;114;2;1604;1
412;114;3;2717;1
413;115;1;6239;1
414;116;1;6309;1
415;117;1;2537;1
416;117;2;2135;1
417;118;1;2132;1
418;118;2;3605;1
419;119;1;4945;1
420;119;2;674;1
421;119;3;973;1
422;119;4;4392;1
423;120;1;4139;1
424;120;2;396;1
425;120;3;3616;1
426;120;4;1029;1
427;120;5;2392;1
428;120;6;2865;1
429;120;7;2871;1
430;120;8;3269;1
431;121;1;119;1
432;121;2;1389;1
433;121;3;1239;3
434;122;1;637;3
435;122;2;3297;1
436;122;3;4662;1
437;122;4;664;1
438;123;1;6312;1
439;123;2;584;1
440;123;3;3421;1
441;123;4;5652;1
442;124;1;771;1
443;124;2;1878;1
444;124;3;4677;1
445;125;1;2426;1
446;125;2;421;1
447;125;3;5773;1
448;125;4;5854;1
449;126;1;5475;1
450;126;2;1007;1
451;126;3;117;1
452;127;1;4394;1
453;128;1;6513;1
454;128;2;1239;1
455;129;1;4706;1
456;129;2;3847;1
457;129;3;6038;1
458;129;4;4329;1
459;129;5;1442;1
460;129;6;648;1
461;130;1;2449;1
462;130;2;4392;1
463;131;1;2346;1
464;132;1;137;1
465;132;2;4996;1
466;132;3;3556;1
467;133;1;4141;1
468;133;2;6796;1
469;133;3;1843;1
470;133;4;355;1
471;133;5;622;1
472;133;6;3510;1
473;134;1;2137;1
474;134;2;2574;1
475;134;3;6230;1
476;134;4;370;3
477;134;5;773;1
478;134;6;2128;1
479;134;7;6677;4
480;134;8;3236;1
481;134;9;4227;1
482;134;10;5328;1
483;134;11;174;1
484;135;1;4310;1
485;135;2;723;1
486;135;3;1176;1
487;135;4;353;1
488;135;5;3119;1
489;135;6;5638;1
490;135;7;6138;1
491;136;1;2659;1
492;136;2;3164;1
493;136;3;40;1
494;136;4;239;1
495;136;5;5919;2
496;136;6;1820;1
497;136;7;6660;1
498;136;8;3215;1
499;136;9;4256;1
500;137;1;2691;1
501;138;1;5743;1
502;138;2;5206;1
503;138;3;1000;1
504;138;4;2701;1
505;138;5;2616;1
506;138;6;1559;1
507;139;1;6618;4
508;139;2;1575;1
509;140;1;3173;1
510;140;2;4428;1
511;140;3;3098;1
512;141;1;2166;1
513;141;2;4332;1
514;142;1;298;1
515;142;2;3952;1
516;142;3;1669;1
517;143;1;2127;1
518;143;2;2296;1
519;144;1;3052;1
520;144;2;6025;1
521;144;3;4704;1
522;145;1;6174;1
523;145;2;1666;1
524;145;3;2791;1
525;145;4;3430;1
526;146;1;2118;1
527;146;2;2126;1
528;146;3;5569;1
529;146;4;3877;1
530;146;5;5366;1
531;146;6;1420;1
532;146;7;4625;1
533;146;8;4552;1
534;147;1;6749;1
535;147;2;1164;1
536;147;3;6403;1
537;147;4;3218;1
538;148;1;6669;1
539;148;2;5688;1
540;148;3;4085;1
541;148;4;6842;1
542;149;1;1854;2
543;150;1;1897;1
544;150;2;6222;1
545;151;1;6457;1
546;151;2;255;1
547;151;3;2149;1
548;151;4;4561;1
549;152;1;5348;1
550;152;2;4226;1
551;152;3;4219;1
552;152;4;5203;1
553;152;5;6202;1
554;152;6;1797;1
555;152;7;804;1
556;152;8;3870;1
557;152;9;6329;1
558;152;10;6387;1
559;152;11;6597;1
560;152;12;3606;1
561;152;13;3667;1
562;153;1;5262;1
563;153;2;2993;1
564;153;3;1784;1
565;154;1;6794;1
566;154;2;2773;1
567;155;1;4765;1
568;155;2;2748;1
569;156;1;2552;1
570;156;2;260;1
571;156;3;3192;1
572;156;4;4225;1
573;157;1;4935;1
574;157;2;3257;1
575;157;3;4699;1
576;157;4;4115;1
577;158;1;4209;1
578;158;2;3584;1
579;158;3;544;1
580;159;1;2743;1
581;159;2;4548;1
582;160;1;6253;1
583;160;2;1141;1
584;160;3;502;1
585;160;4;3007;1
586;160;5;2639;1
587;160;6;3723;1
588;160;7;5873;1
589;160;8;3928;1
590;160;9;6619;1
591;161;1;2589;1
592;162;1;3506;1
593;162;2;574;1
594;162;3;1697;1
595;162;4;6668;1
596;163;1;3780;1
597;163;2;1115;1
598;164;1;568;1
599;165;1;1620;1
600;166;1;5015;1
601;166;2;2143;1
602;166;3;5275;1
603;166;4;5571;1
604;167;1;4646;1
605;167;2;4487;1
606;167;3;2257;1
607;167;4;600;1
608;167;5;2286;1
609;168;1;4336;1
610;168;2;4099;1
611;168;3;6292;1
612;168;4;178;1
613;168;5;3677;1
614;168;6;3981;1
615;168;7;2340;1
616;168;8;5755;1
617;168;9;3489;1
618;169;1;73;1
619;169;2;5586;1
620;169;3;4900;1
621;169;4;580;1
622;170;1;3610;1
623;170;2;3751;1
624;170;3;4815;1
625;171;1;3976;1
626;171;2;4500;2
627;171;3;4960;1
628;171;4;543;1
629;171;5;3410;1
630;171;6;275;1
631;171;7;5198;1
632;171;8;4135;1
633;171;9;5842;1
634;172;1;5097;1
635;172;2;5868;1
636;172;3;2466;1
637;172;4;4271;1
638;173;1;5003;1
639;173;2;3964;1
640;173;3;3320;1
641;173;4;3371;1
642;173;5;5443;1
643;173;6;3261;1
644;174;1;4814;1
645;174;2;3159;1
646;174;3;2445;1
647;174;4;1073;1
648;174;5;3862;1
649;174;6;3288;1
650;174;7;6455;1
651;175;1;2798;1
652;175;2;193;1
653;175;3;5041;1
654;175;4;6590;1
655;175;5;1614;1
656;175;6;868;1
657;175;7;3948;1
658;175;8;143;1
659;175;9;3110;1
660;176;1;4857;1
661;176;2;4432;1
662;177;1;2467;1
663;177;2;4068;1
664;177;3;3285;1
665;177;4;4061;1
666;178;1;4804;1
667;178;2;882;3
668;178;3;6303;1
669;178;4;3556;1
670;178;5;616;1
671;178;6;6524;1
672;179;1;3477;2
673;179;2;2853;1
674;180;1;1504;1
675;180;2;2488;1
676;180;3;3712;1
677;181;1;4229;1
678;181;2;343;1
679;182;1;5925;1
680;183;1;826;1
681;183;2;5044;1
682;183;3;4504;1
683;184;1;6672;1
684;184;2;6371;1
685;184;3;5083;1
686;185;1;43;1
687;185;2;1832;1
688;185;3;1924;1
689;185;4;1032;1
690;186;1;3733;1
691;186;2;192;1
692;186;3;613;1
693;187;1;2941;2
694;187;2;3208;1
695;187;3;3665;1
696;188;1;6170;1
697;188;2;4327;1
698;188;3;6372;1
699;189;1;2143;1
700;189;2;6743;1
701;189;3;4675;1
702;190;1;703;1
703;190;2;3836;1
704;190;3;1224;1
705;190;4;2955;1
706;191;1;3707;1
707;191;2;711;1
708;191;3;5081;1
709;191;4;2088;1
710;191;5;5311;1
711;192;1;4549;1
712;192;2;5579;1
713;193;1;6111;1
714;193;2;6270;1
715;193;3;2374;1
716;193;4;1233;1
717;193;5;6068;1
718;193;6;6548;1
719;194;1;6253;1
720;194;2;4830;1
721;194;3;3466;2
722;194;4;2646;1
723;194;5;5103;1
724;194;6;1477;1
725;194;7;6;1
726;194;8;3691;1
727;195;1;2000;1
728;196;1;1247;1
729;196;2;1504;3
730;197;1;5907;1
731;197;2;1864;1
732;197;3;5089;1
733;198;1;2122;1
734;198;2;1484;1
735;198;3;4371;1
736;198;4;4307;1
737;198;5;4081;1
738;198;6;2101;1
739;199;1;5647;1
740;199;2;4700;1
741;199;3;4082;1
742;200;1;5737;1
743;200;2;5925;1
744;200;3;5866;1
745;200;4;4382;1
746;201;1;5569;1
747;202;1;5721;1
748;202;2;5455;1
749;202;3;5517;1
750;203;1;5052;1
751;203;2;2724;1
752;203;3;3536;3
753;204;1;1772;1
754;204;2;3509;1
755;205;1;4099;1
756;206;1;928;1
757;206;2;6770;1
758;207;1;852;1
759;207;2;1063;1
760;207;3;6304;3
761;208;1;1885;1
762;208;2;776;1
763;209;1;2765;1
764;209;2;1851;1
765;210;1;4524;1
766;210;2;81;1
767;210;3;6714;1
768;210;4;6272;1
769;210;5;227;1
770;210;6;4400;1
771;210;7;1495;1
772;210;8;1290;1
773;210;9;4767;1
774;210;10;1490;1
775;211;1;3764;1
776;211;2;4828;1
777;211;3;3105;1
778;211;4;2285;1
779;211;5;5720;1
780;211;6;4096;1
781;211;7;3939;1
782;211;8;5690;1
783;211;9;5762;1
784;212;1;4129;1
785;213;1;2961;1
786;213;2;1795;1
787;213;3;4231;1
788;213;4;1076;1
789;214;1;2452;2
790;214;2;5442;1
791;214;3;5920;1
792;214;4;3623;1
793;214;5;4632;1
794;214;6;4841;1
795;215;1;6353;1
796;215;2;5534;1
797;215;3;6580;1
798;216;1;1556;1
799;216;2;171;1
800;216;3;1997;1
801;217;1;3084;1
802;218;1;1412;1
803;218;2;205;1
804;218;3;5146;1
805;219;1;6279;1
806;219;2;5874;1
807;219;3;609;1
808;219;4;3665;1
809;219;5;671;1
810;219;6;6808;1
811;220;1;771;1
812;220;2;1891;1
813;220;3;3325;1
814;220;4;4161;4
815;221;1;2248;1
816;221;2;2342;1
817;222;1;907;1
818;222;2;782;1
819;222;3;994;1
820;223;1;4646;1
821;223;2;2631;1
822;223;3;5694;1
823;223;4;304;1
824;224;1;4393;1
825;224;2;2309;4
826;225;1;729;1
827;226;1;3368;2
828;226;2;1813;1
829;226;3;2645;1
830;227;1;784;1
831;227;2;3917;1
832;227;3;1942;1
833;227;4;6300;1
834;227;5;5971;1
835;227;6;4840;1
836;227;7;193;1
837;227;8;5202;2
838;227;9;2336;1
839;228;1;3672;1
840;228;2;299;1
841;229;1;3183;1
842;229;2;5171;1
843;230;1;3929;1
844;230;2;4012;1
845;230;3;1709;1
846;230;4;3388;1
847;231;1;946;1
848;231;2;1150;1
849;231;3;4590;1
850;231;4;4;1
851;231;5;5247;1
852;231;6;3560;4
853;231;7;3730;1
854;231;8;76;1
855;231;9;6051;1
856;231;10;3394;1
857;231;11;3738;1
858;231;12;5094;1
859;231;13;5256;1
860;232;1;1169;1
861;233;1;4696;1
862;233;2;4937;1
863;233;3;5769;1
864;233;4;3339;1
865;233;5;5388;1
866;233;6;4559;1
867;233;7;1212;1
868;233;8;2652;2
869;233;9;5135;4
870;233;10;3867;1
871;233;11;1621;1
872;233;12;4187;1
873;234;1;1147;1
874;234;2;4011;1
875;234;3;1482;1
876;234;4;3635;4
877;234;5;4546;1
878;235;1;3792;1
879;235;2;1712;1
880;235;3;1212;1
881;235;4;3311;1
882;236;1;625;1
883;237;1;6419;1
884;238;1;4874;1
885;238;2;2013;1
886;238;3;2613;1
887;238;4;483;1
888;239;1;1599;1
889;239;2;388;3
890;240;1;5098;1
891;240;2;6555;1
892;241;1;6362;1
893;241;2;1901;1
894;241;3;2931;1
895;241;4;3130;1
896;242;1;3744;1
897;242;2;1952;1
898;242;3;4944;1
899;242;4;2506;1
900;243;1;4170;1
901;243;2;2486;3
902;244;1;2031;1
903;244;2;2838;1
904;244;3;905;1
905;244;4;3267;1
906;245;1;2962;1
907;246;1;2452;1
908;246;2;4025;1
909;246;3;4183;1
910;246;4;6797;1
911;247;1;4166;1
912;247;2;1673;1
913;247;3;2616;1
914;248;1;41;1
915;248;2;1871;1
916;248;3;4504;1
917;248;4;575;1
918;248;5;1955;1
919;249;1;4447;1
920;249;2;1462;1
921;249;3;6815;1
922;249;4;3846;1
923;250;1;591;1
924;250;2;4760;1
925;250;3;5327;1
926;250;4;1990;1
927;251;1;3865;1
928;251;2;6046;1
929;251;3;721;1
930;252;1;3197;1
931;252;2;6072;1
932;252;3;2481;1
933;252;4;3815;1
934;253;1;5848;1
935;254;1;3638;1
936;255;1;4825;1
937;255;2;355;1
938;255;3;714;1
939;255;4;6153;1
940;256;1;5707;1
941;256;2;5146;1
942;256;3;4885;1
943;256;4;1773;1
944;256;5;2193;1
945;256;6;3841;1
946;256;7;2850;1
947;256;8;3524;1
948;257;1;4108;1
949;257;2;2803;1
950;257;3;94;4
951;257;4;5370;1
952;257;5;4696;1
953;257;6;400;1
954;257;7;1497;1
955;258;1;776;1
956;258;2;4070;1
957;258;3;3757;1
958;258;4;3626;1
959;259;1;812;1
960;259;2;2479;1
961;259;3;861;1
962;260;1;963;1
963;260;2;1314;1
964;260;3;5859;1
965;260;4;2480;1
966;261;1;4818;1
967;261;2;2078;1
968;261;3;3841;1
969;261;4;3085;1
970;261;5;2146;1
971;261;6;3480;1
972;261;7;1893;1
973;262;1;754;1
974;262;2;1248;1
975;262;3;361;1
976;262;4;6717;1
977;262;5;689;1
978;262;6;493;1
979;262;7;2899;1
980;262;8;6713;1
981;262;9;5005;1
982;262;10;3926;1
983;262;11;4363;1
984;262;12;981;1
985;263;1;311;1
986;263;2;6755;1
987;263;3;965;1
988;264;1;6834;1
989;264;2;2731;1
990;264;3;228;1
991;264;4;462;1
992;264;5;1257;1
993;264;6;6428;1
994;264;7;4285;1
995;264;8;4485;1
996;265;1;4549;1
997;265;2;4731;1
998;265;3;6417;1
999;266;1;5608;1
1000;267;1;3236;1
1001;267;2;4493;4
1002;267;3;6679;1
1003;268;1;3396;1
1004;268;2;2899;1
1005;268;3;4387;1
1006;268;4;4245;1
1007;268;5;980;1
1008;269;1;4209;1
1009;269;2;2844;1
1010;269;3;2279;1
1011;269;4;6846;1
1012;269;5;6765;1
1013;269;6;5768;1
1014;269;7;5584;1
1015;269;8;3418;1
1016;270;1;3116;1
1017;270;2;1871;1
1018;271;1;2686;1
1019;271;2;5811;1
1020;272;1;5712;1
1021;273;1;2042;1
1022;274;1;5142;1
1023;274;2;5458;1
1024;274;3;3614;1
1025;275;1;2997;1
1026;275;2;6317;1
1027;275;3;5489;1
1028;275;4;3892;1
1029;276;1;2117;1
1030;276;2;6208;1
1031;276;3;4197;1
1032;276;4;176;1
1033;277;1;3727;4
1034;277;2;2803;1
1035;278;1;4814;1
1036;278;2;6153;1
1037;278;3;5958;1
1038;278;4;3364;1
1039;278;5;3081;4
1040;278;6;5012;1
1041;278;7;5173;1
1042;278;8;5268;1
1043;278;9;3697;1
1044;278;10;3472;4
1045;278;11;6639;1
1046;279;1;5040;1
1047;279;2;6741;1
1048;280;1;328;3
1049;280;2;3263;1
1050;280;3;1082;1
1051;280;4;1298;1
1052;280;5;980;1
1053;281;1;1581;1
1054;281;2;4227;1
1055;282;1;1565;1
1056;282;2;1544;3
1057;282;3;4503;1
1058;282;4;2460;1
1059;282;5;933;2
1060;282;6;2106;1
1061;282;7;1541;1
1062;282;8;4264;3
1063;282;9;6591;1
1064;283;1;6342;1
1065;284;1;4072;1
1066;284;2;2881;1
1067;284;3;726;1
1068;284;4;4937;1
1069;284;5;6593;1
1070;285;1;4159;1
1071;285;2;2925;1
1072;285;3;962;1
1073;285;4;6747;1
1074;285;5;5118;1
1075;285;6;3817;1
1076;286;1;6012;1
1077;286;2;1190;1
1078;286;3;5099;1
1079;287;1;1333;1
1080;288;1;2873;3
1081;288;2;6511;1
1082;288;3;5347;1
1083;289;1;4474;1
1084;289;2;3569;1
1085;290;1;620;1
1086;290;2;3779;1
1087;290;3;2489;1
1088;291;1;5917;1
1089;291;2;4296;1
1090;292;1;3975;1
1091;293;1;65;1
1092;294;1;748;1
1093;295;1;1033;1
1094;296;1;2807;1
1095;296;2;1450;1
1096;296;3;920;1
1097;296;4;1024;1
1098;297;1;866;1
1099;297;2;6735;1
1100;297;3;4953;1
1101;297;4;3941;1
1102;298;1;5572;1
1103;298;2;4793;1
1104;299;1;4841;1
1105;299;2;6763;1
1106;299;3;1019;1
1107;299;4;4709;1
1108;299;5;3692;1
1109;299;6;2327;1
1110;299;7;3806;1
1111;300;1;5299;1
1112;300;2;1376;1
1113;300;3;6115;1
1114;300;4;3757;1
1115;301;1;343;1
1116;301;2;4023;1
1117;301;3;1088;1
1118;301;4;5174;2
1119;301;5;5051;1
1120;301;6;2542;1
1121;301;7;6444;1
1122;302;1;4526;1
1123;302;2;2763;1
1124;302;3;4354;2
1125;302;4;1215;1
1126;303;1;3964;1
1127;304;1;2429;1
1128;304;2;5770;1
1129;304;3;2175;1
1130;304;4;2907;1
1131;305;1;1553;1
1132;305;2;1207;1
1133;305;3;6789;1
1134;306;1;4479;1
1135;307;1;1956;4
1136;307;2;3867;1
1137;307;3;6160;1
1138;307;4;4896;1
1139;307;5;1532;1
1140;307;6;3964;1
1141;307;7;836;1
1142;307;8;3702;1
1143;308;1;3910;1
1144;308;2;5777;1
1145;308;3;3939;1
1146;309;1;319;1
1147;309;2;4527;1
1148;309;3;6623;1
1149;309;4;4354;1
1150;310;1;6846;1
1151;310;2;3743;1
1152;310;3;4163;1
1153;311;1;2822;1
1154;312;1;4815;1
1155;312;2;4309;1
1156;312;3;2827;1
1157;312;4;6525;1
1158;312;5;1262;1
1159;312;6;1674;1
1160;312;7;3928;1
1161;312;8;2003;1
1162;312;9;4032;1
1163;313;1;1618;1
1164;314;1;4266;1
1165;314;2;4765;1
1166;314;3;4349;1
1167;314;4;5893;1
1168;315;1;3949;1
1169;315;2;4939;1
1170;315;3;4176;4
1171;315;4;1359;1
1172;315;5;3902;1
1173;316;1;5718;1
1174;316;2;460;1
1175;316;3;3464;1
1176;316;4;3503;1
1177;316;5;2001;1
1178;316;6;6197;1
1179;316;7;2992;1
1180;316;8;3476;1
1181;316;9;1978;1
1182;316;10;2144;1
1183;317;1;5667;1
1184;317;2;3755;1
1185;317;3;4289;1
1186;317;4;2250;1
1187;318;1;1808;1
1188;318;2;1515;1
1189;318;3;5648;1
1190;318;4;4914;1
1191;318;5;3136;1
1192;318;6;3183;1
1193;318;7;6107;1
1194;318;8;3479;1
1195;318;9;1271;1
1196;318;10;3598;1
1197;318;11;2758;1
1198;318;12;4281;1
1199;318;13;3742;1
1200;318;14;2055;1
1201;319;1;2306;1
1202;319;2;1481;1
1203;319;3;5421;4
1204;319;4;6755;1
1205;319;5;2132;1
1206;320;1;2412;1
1207;321;1;4510;1
1208;321;2;6089;1
1209;321;3;1023;1
1210;322;1;4724;1
1211;322;2;1190;1
1212;323;1;2520;1
1213;323;2;2471;1
1214;323;3;2582;1
1215;323;4;4446;1
1216;323;5;2809;1
1217;323;6;4085;1
1218;323;7;5275;1
1219;323;8;4862;1
1220;323;9;2401;1
1221;324;1;4470;1
1222;324;2;1054;1
1223;325;1;4313;1
1224;325;2;290;1
1225;326;1;4710;1
1226;327;1;1266;1
1227;328;1;3056;1
1228;328;2;6091;1
1229;328;3;5673;1
1230;328;4;4907;1
1231;328;5;3132;1
1232;328;6;81;4
1233;329;1;1893;1
1234;329;2;2338;1
1235;329;3;6754;1
1236;329;4;3336;1
1237;330;1;1308;1
1238;330;2;2548;1
1239;330;3;4334;1
1240;330;4;875;1
1241;331;1;3812;1
1242;331;2;591;1
1243;332;1;5041;1
1244;332;2;4135;1
1245;332;3;764;1
1246;333;1;3826;1
1247;334;1;2964;1
1248;334;2;6247;1
1249;334;3;4671;1
1250;334;4;3723;1
1251;334;5;5098;1
1252;334;6;1959;1
1253;334;7;322;1
1254;334;8;1740;1
1255;335;1;17;1
1256;335;2;2111;1
1257;336;1;1420;1
1258;337;1;3585;1
1259;338;1;6363;1
1260;338;2;1938;1
1261;339;1;6715;1
1262;340;1;3795;1
1263;340;2;4770;3
1264;340;3;4424;1
