34;35;% 0,9 SODYUM KLORUR SOLUSYONU 500 ML(SETLI);I.E ULAGAY;8699508690039;14,32
35;36;% 10 DEKSTROZ SOLUSYONU 500 ML(SETLI);I.E ULAGAY;8699508690039;12,4
36;37;% 5 DEKSTROZ LAKTATLI RINGER SOLUSYONU 1000 ML(SETLI);I.E ULAGAY;8699508690206;5,43
37;38;% 5 DEKSTROZ LAKTATLI RINGER SOLUSYONU 500 ML(SETLI);I.E ULAGAY;8699508690190;59,37
38;39;% 5 DEKSTROZ SOLUSYONU 1000 ML(SETLI);I.E ULAGAY;8699508690022;11,15
39;40;% 5 DEKSTROZ SOLUSYONU 500 ML(SETLI);I.E ULAGAY;8699508690015;90,31
40;41;%0,9 IZOTONIK 1000 ML SOLUSYON(SETLI);POLIFARMA;8699606690412;216,92
41;42;%0,9 IZOTONIK 500 ML SOLUSYON(SETLI);POLIFARMA;8699606690399;3,45
42;43;%0,9 IZOTONIK 500 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690405;14,91
43;44;%0,9 IZOTONIK SODYUM KLORUR 250 ML SOLUSYON(SETLI);POLIFARMA;8699606690375;3,42
44;45;%0,9 IZOTONIK SODYUM KLORUR 250 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690382;9,01
45;46;%0,9 IZOTONIK SODYUM KLORUR COZELTISI 1000 ML BFS (SETLI);DEVA;8699525690111;5,15
46;47;%0,9 IZOTONIK SODYUM KLORUR COZELTISI 1000 ML BFS (SETSIZ);DEVA;8699525698674;11,12
47;48;%0,9 IZOTONIK SODYUM KLORUR COZELTISI 500 ML BFS (SETLI);DEVA;8699525690104;13,15
48;49;%0,9 IZOTONIK SODYUM KLORUR COZELTISI 500 ML BFS (SETSIZ);DEVA;8699525698667;4,2
49;50;%0,9 IZOTONIK SODYUM KLORUR COZELTISI BFS 100 ML (SETLI);DEVA;8699525690074;7,4
50;51;%0,9 IZOTONIK SODYUM KLORUR COZELTISI BFS 100 ML (SETSIZ);DEVA;8699525698636;12,72
51;52;%0,9 IZOTONIK SODYUM KLORUR ICEREN IRRIGASYON SOLUSYONU 1000 ML (POLIPROPILEN SISE);OSEL;8699788681017;3,87
52;53;%0,9 IZOTONIK SODYUM KLORUR ICEREN IRRIGASYON SOLUSYONU 500 ML (POLIPROPILEN SISE);OSEL;8699788685015;10,92
53;54;%0,9 NACL IE 1000 ML SOLUSYON(SETSIZ);I.E ULAGAY;8699508690282;2,36
54;55;%0,9 SODYUM KLORUR IE 500 ML SOLUSYON(SETSIZ);I.E ULAGAY;8699508690275;106
55;56;%0,9 SODYUM KLORUR PVC 100 ML SOLUSYON;KANSUK;8699535690125;25,13
56;57;%0,9 SODYUM KLORUR PVC 150 ML SOLUSYON;KANSUK;8699535690170;2,34
57;58;%0,9 SODYUM KLORUR PVC 250 ML SOLUSYON;KANSUK;8699535690187;6,37
58;59;%0,9 SODYUM KLORUR PVC 3000 ML SOLUSYON;KANSUK;8699535690163;5,64
59;60;%09 IZOTONIK 1000 ML SOLUSYON;POLIFARMA;8699606690429;9,29
60;61;%09 SODYUM KLORUR 1000 ML SOLUSYON SETSIZ;OSEL;8699788690804;2,93
61;62;%09 SODYUM KLORUR 500 ML SOLUSYON SETSIZ;OSEL;8699788690200;93,09
62;63;%1.5 GLISIN COZELTISI 3000 ML (SETSIZ-MEDIFLEKS);KOCAK FARMA;8699828691198;5,58
63;64;%10 DEKSTROZ 1000 ML SOLUSYON(SETLI);POLIFARMA;8699606690276;5,66
64;65;%10 DEKSTROZ 1000 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690283;9,43
65;66;%10 DEKSTROZ 500 ML SOLUSYON;I.E ULAGAY;8699508690602;68,65
66;67;%10 DEKSTROZ SOLUSYONU 500 ML SETLI (CAM SISE);POLIFARMA;8699606690252;5,35
67;68;%10 DEKSTROZ SOLUSYONU 500 ML SETSIZ (CAM SISE);POLIFARMA;8699606690269;11,84
68;69;%10 DEKSTROZ SUDAKI 250 ML SOLUSYON(SETLI);POLIFARMA;8699606690238;10,53
69;70;%10 DEKSTROZ SUDAKI 250 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690245;39,92
70;71;%10 DEKSTROZ SUDAKI COZELTISI 150 ML (MEDIFLEKS-SETLI);KOCAK FARMA;8699828690375;12,56
71;72;%10 DEKSTROZ SUDAKI COZELTISI 150 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690382;7,89
72;73;%10 DEKSTROZ SUDAKI COZELTISI 500 ML (MEDIFLEKS-SETLI);KOCAK FARMA;8699828690399;9,7
73;74;%10 DEKSTROZ SUDAKI COZELTISI 500 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690405;72,91
74;75;%10 DEKSTROZ SUDAKI HIPERTONIK SOLUSYON 500 ML SETLI SISE;OSEL;8699788695021;11,63
75;76;%20 DEKS SOL TORBA PVC 500 ML(SETLI);KOCAK FARMA;8699828690412;14,31
76;77;%20 DEKS SOL TORBA PVC 500 ML(SETSIZ);KOCAK FARMA;8699828690429;7,24
77;78;%20 DEKSTROZ 500 ML SOLUSYON(SETLI);POLIFARMA;8699606690313;3,91
78;79;%20 DEKSTROZ 500 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690320;5,98
79;80;%20 DEKSTROZ SUDAKI 250 ML SOLUSYON(SETLI);POLIFARMA;8699606690290;11,76
80;81;%20 DEKSTROZ SUDAKI 250 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690306;10,92
81;82;%20 MANNITOL SUDAKI COZELTISI  100 ML (SETLI-MEDIFLEKS);KOCAK FARMA;8699828690436;55,01
82;83;%20 MANNITOL SUDAKI COZELTISI  100 ML (SETSIZ-MEDIFLEKS);KOCAK FARMA;8699828690443;3,46
83;84;%20 MANNITOL SUDAKI COZELTISI 150 ML (SETLI-MEDIFLEKS);KOCAK FARMA;8699828690450;33,28
84;85;%20 MANNITOL SUDAKI COZELTISI 150 ML (SETSIZ-MEDIFLEKS);KOCAK FARMA;8699828690467;6,14
85;86;%20 MANNITOL SUDAKI COZELTISI 500 ML (SETLI-MEDIFLEKS);KOCAK FARMA;8699828690474;2,17
86;87;%20 MANNITOL SUDAKI COZELTISI 500 ML (SETSIZ-MEDIFLEKS);KOCAK FARMA;8699828690481;7,77
87;88;%20 MANNITOL SUDAKI SOLUSYON 1000 ML (CAM SISE) SETLI;POLIFARMA;8699606693017;34,51
88;89;%20 MANNITOL SUDAKI SOLUSYON 1000 ML (CAM SISE) SETSIZ;POLIFARMA;8699606693024;8,66
89;90;%20 MANNITOL SUDAKI SOLUSYON 500 ML (CAM SISE) SETLI;POLIFARMA;8699606692997;5,63
90;91;%20 MANNITOL SUDAKI SOLUSYON 500 ML (CAM SISE) SETSIZ;POLIFARMA;8699606693000;8,7
91;92;%20 SODYUM KLORUR COZELTISI ICEREN 10 AMPUL;ONFARMA;8680202600301;13,68
92;93;%3 SODYUM KLORUR COZELTISI 150 ML (SETLI) ;KOCAK FARMA;8699828690498;8,76
93;94;%3 SODYUM KLORUR COZELTISI 150 ML (SETSIZ);KOCAK FARMA;8699828690504;61,12
94;95;%3 SODYUM KLORUR COZELTISI 250 ML (SETLI-MEDIFLEKS);KOCAK FARMA;8699828690511;7,73
95;96;%3 SODYUM KLORUR COZELTISI 250 ML (SETSIZ-MEDIFLEKS);KOCAK FARMA;8699828690528;10,9
96;97;%3 SODYUM KLORUR SOLUSYON 1000 ML CAM(SETLI);POLIFARMA;8699606693055;9,84
97;98;%3 SODYUM KLORUR SOLUSYON 1000 ML CAM(SETSIZ);POLIFARMA;8699606693062;10,53
98;99;%3 SODYUM KLORUR SOLUSYON 500 ML CAM(SETLI);POLIFARMA;8699606693031;4,84
99;100;%3 SODYUM KLORUR SOLUSYON 500 ML CAM(SETSIZ);POLIFARMA;8699606693048;11,7
100;101;%30 DEKSTROZ 500 ML SOL. SETLI;POLIFARMA;8699606690351;3,54
101;102;%30 DEKSTROZ 500 ML SOLUSYON;POLIFARMA;8699606690368;5,43
102;103;%30 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLUSYON 500 ML SETLI SISE;OSEL;8699788695052;4,66
103;104;%30 DEKSTROZ SUDAKI COZELTISI 500 ML (SETLI-MEDIFLEKS);KOCAK FARMA;8699828690535;16,38
104;105;%30 DEKSTROZ SUDAKI COZELTISI 500 ML (SETSIZ-MEDIFLEKS);KOCAK FARMA;8699828690542;11,67
105;106;%30 DEKSTROZ SUDAKI SOLUSYON 250 ML SETSIZ;POLIFARMA;8699606690344;137,2
106;107;%30 DEKSTROZ SUDAKI SOLUSYON 250 ML SOLUSYON(SETLI);POLIFARMA;8699606690337;8,63
107;108;%5 DEKSTROZ  SUDAKI COZELTISI 50 ML (SETLI);KOCAK FARMA;8699828690719;3,63
108;109;%5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 500 ML SETLI SISE;OSEL;8699788695120;8,9
109;110;%5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYONU 500 ML SETSIZ SISE;OSEL;8699788690125;11,6
110;111;%5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 1000 ML SETLI;OSEL;8699788691047;8,82
111;112;%5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 500 ML SETLI;OSEL;8699788695113;4,59
112;113;%5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYONU 1000 ML SETLI (CAM SISE);POLIFARMA;8699606692652;3,43
113;114;%5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYONU 1000 ML SETSIZ (CAM SISE);POLIFARMA;8699606692669;9,69
114;115;%5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYONU 500 ML SETLI (CAM SISE);POLIFARMA;8699606692638;13,69
115;116;%5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYONU 500 ML SETSIZ (CAM SISE);POLIFARMA;8699606692645;4
116;117;%5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYONU 500 ML SETSIZ SISE;OSEL;8699788690118;13,71
117;118;%5 DEKSTROZ %0,9 SODYUM KLORUR BIOSEL SOLUSYON 1000 ML SETLI;OSEL;8699788691030;7,54
118;119;%5 DEKSTROZ %0,9 SODYUM KLORUR BIOSEL SOLUSYON 500 ML SETLI;OSEL;8699788695106;8,28
119;120;%5 DEKSTROZ %02 NACL PVC 250 ML(SETLI);KOCAK FARMA;8699828690597;152,83
120;121;%5 DEKSTROZ %02 NACL PVC 250 ML(SETSIZ);KOCAK FARMA;8699828690603;3,53
121;122;%5 DEKSTROZ %02 NACL PVC 500 ML(SETLI);KOCAK FARMA;8699828690610;10,16
122;123;%5 DEKSTROZ %02 NACL PVC 500 ML(SETSIZ);KOCAK FARMA;8699828690627;62,09
123;124;%5 DEKSTROZ %045 SODYUM KLORUR COZELTISI 1000 ML (MEDIFLEKS-SETLI);KOCAK FARMA;8699828690658;10,29
124;125;%5 DEKSTROZ %045 SODYUM KLORUR COZELTISI 1000 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690665;5,09
125;126;%5 DEKSTROZ %045 SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS-SETLI);KOCAK FARMA;8699828690634;13,35
126;127;%5 DEKSTROZ %045 SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690641;12,93
127;128;%5 DEKSTROZ 1000 ML SOLUSYON(SETLI);POLIFARMA;8699606690214;64,08
128;129;%5 DEKSTROZ 1000 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690221;4,97
129;130;%5 DEKSTROZ 500 ML SOLUSYON(SETLI);POLIFARMA;8699606690191;14,66
130;131;%5 DEKSTROZ 500 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690207;9,01
131;132;%5 DEKSTROZ BIOSEL SUDAKI SOLUSYON 100 ML SETLI SISE;OSEL;8699788690903;9,02
132;133;%5 DEKSTROZ BIOSEL SUDAKI SOLUSYON 1000 ML SETLI SISE;OSEL;8699788691016;6,03
133;134;%5 DEKSTROZ BIOSEL SUDAKI SOLUSYON 250 ML SETLI SISE;OSEL;8699788690927;3,66
134;135;%5 DEKSTROZ BIOSEL SUDAKI SOLUSYON 500 ML SETLI SISE;OSEL;8699788695014;6,34
135;136;%5 DEKSTROZ IZOTONIK SODYUM KLORUR 1000 ML (MEDIFLEKS-SETLI);KOCAK FARMA;8699828690573;6,93
136;137;%5 DEKSTROZ IZOTONIK SODYUM KLORUR COZELTISI 1000 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690580;12,44
137;138;%5 DEKSTROZ IZOTONIK SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS-SETLI);KOCAK FARMA;8699828690559;11,22
138;139;%5 DEKSTROZ IZOTONIK SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690566;9,45
139;140;%5 DEKSTROZ LAKTAT RINGER 1000 ML SOLUSYON;I.E ULAGAY;8699508690442;8,13
140;141;%5 DEKSTROZ LAKTAT RINGER 1000 ML SOLUSYON(SETLI);POLIFARMA;8699606690535;54,39
141;142;%5 DEKSTROZ LAKTAT RINGER 500 ML SOLUSYON;I.E ULAGAY;8699508690435;12,21
142;143;%5 DEKSTROZ LAKTAT RINGER 500 ML SOLUSYON(SETLI);POLIFARMA;8699606690511;7,55
143;144;%5 DEKSTROZ LAKTAT RINGER PVC 1000 ML(SETSIZ);KOCAK FARMA;8699828690702;4,61
144;145;%5 DEKSTROZ LAKTATLI RINGER PVC 1000 ML(SETLI);KOCAK FARMA;8699828690696;3,05
145;146;%5 DEKSTROZ LAKTATLI RINGER PVC 500 ML(SETLI);KOCAK FARMA;8699828690672;4,54
146;147;%5 DEKSTROZ LAKTATLI RINGER PVC 500 ML(SETSIZ);KOCAK FARMA;8699828690689;3,17
147;148;%5 DEKSTROZ PVC 100 ML SOLUSYON;KANSUK;8699535690323;10,89
148;149;%5 DEKSTROZ PVC 250 ML SOLUSYON;KANSUK;8699535690361;8,79
149;150;%5 DEKSTROZ RINGER LAKTAT BIOSEL SOLUSYON 1000 ML SETLI SISE;OSEL;8699788691092;6,87
150;151;%5 DEKSTROZ RINGER LAKTAT BIOSEL SOLUSYON 500 ML SETLI SISE;OSEL;8699788695199;13,04
151;152;%5 DEKSTROZ SOLUSYONU BFS 500 ML (SETLI);DEVA;8699525690043;72,28
152;153;%5 DEKSTROZ SOLUSYONU BFS 500 ML (SETSIZ);DEVA;8699525698315;5,07
153;154;%5 DEKSTROZ SUDAKI 250 ML SOLUSYON(SETLI);POLIFARMA;8699606690177;8,34
154;155;%5 DEKSTROZ SUDAKI 250 ML SOLUSYON(SETSIZ);POLIFARMA;8699606690184;14,14
155;156;%5 DEKSTROZ SUDAKI COZELTISI 100 ML (MEDIFLEKS-SETLI);KOCAK FARMA;8699828690733;13,63
156;157;%5 DEKSTROZ SUDAKI COZELTISI 100 ML (SETSIZ);KOCAK FARMA;8699828690740;74,94
157;158;%5 DEKSTROZ SUDAKI COZELTISI 1000 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690825;9,06
158;159;%5 DEKSTROZ SUDAKI COZELTISI 1000 ML (SETLI);KOCAK FARMA;8699828690818;12,02
159;160;%5 DEKSTROZ SUDAKI COZELTISI 150 ML (SETLI);KOCAK FARMA;8699828690757;116,37
160;161;%5 DEKSTROZ SUDAKI COZELTISI 150 ML (SETSIZ);KOCAK FARMA;8699828690764;7,17
161;162;%5 DEKSTROZ SUDAKI COZELTISI 250 ML (SETLI);KOCAK FARMA;8699828690771;2,63
162;163;%5 DEKSTROZ SUDAKI COZELTISI 250 ML (SETSIZ);KOCAK FARMA;8699828690788;2,32
163;164;%5 DEKSTROZ SUDAKI COZELTISI 50 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690726;10,12
164;165;%5 DEKSTROZ SUDAKI COZELTISI 500 ML (MEDIFLEKS-SETLI);KOCAK FARMA;8699828690795;2,22
165;166;%5 DEKSTROZ SUDAKI COZELTISI 500 ML (MEDIFLEKS-SETSIZ);KOCAK FARMA;8699828690801;173,21
166;167;%5 DEKSTROZ SUDAKI COZELTISI BFS 1000 ML (SETSIZ);DEVA;8699525698322;12,38
167;168;%5 DEKSTROZ SUDAKÓ? ƒ?ªƒ?½ZELTÓ?SÓ? BFS (100 ML, 1 ¶Ó?¶E, SETLÓ?);DEVA;8699525690012;4,94
168;169;%5 DEKSTROZ SUDAKÓ? ƒ?ªƒ?½ZELTÓ?SÓ? BFS (100 ML, 1 ¶Ó?¶E, SETSÓ?Z);DEVA;8699525698285;2,79
169;170;%5 DEKSTROZ-%0,9 SODYUM KLORUR 1000 CC SETLI (CAM SISE);POLIFARMA;8699606692614;8,36
170;171;%5 DEKSTROZ-%0,9 SODYUM KLORUR 1000 CC SETSIZ (CAM SISE);POLIFARMA;8699606692621;8,48
171;172;%5 DEKSTROZ-%0,9 SODYUM KLORUR 500 CC SETLI (CAM SISE);POLIFARMA;8699606692591;35,09
172;173;%5 DEKSTROZ-%0,9 SODYUM KLORUR 500 CC SETSIZ (CAM SISE);POLIFARMA;8699606692607;2,07
173;174;%50 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLUSYON 500 ML SETLI SISE;OSEL;8699788695069;172,42
174;175;%50 DEKSTROZ SUDAKI SOLUSYON 1000ML CAM(SETLI);POLIFARMA;8699606692119;3,44
175;176;%50 DEKSTROZ SUDAKI SOLUSYON 1000ML CAM(SETSIZ);POLIFARMA;8699606692126;7,84
176;177;%50 DEKSTROZ SUDAKI SOLUSYON 500ML CAM(SETLI);POLIFARMA;8699606692096;3,23
177;178;%50 DEKSTROZ SUDAKI SOLUSYON 500ML CAM(SETSIZ);POLIFARMA;8699606692102;10,07
178;179;1/3 ISODEXOL INF. 500 ML SOLUSYON(SETSIZ);I.E ULAGAY;8699508690541;9,86
179;180;1/3 ISODEXOL INF. 500 ML SOLUSYONU(SETLI);I.E ULAGAY;8699508690534;11,24
180;181;1/3 IZODEKS COZELTISI 500 ML (SETSIZ-MEDIFLEKS);KOCAK FARMA;8699828690863;5,26
181;182;1/3 POLIDEKS (%3,33 DEKSTROZ-%3 SODYUM KLORUR)500 CC SETLI(CAM SISE);POLIFARMA;8699606692874;49,28
182;183;1/3 POLIDEKS (%3,33 DEKSTROZ-%3 SODYUM KLORUR)500 CC SETSIZ(CAM SISE);POLIFARMA;8699606692881;10,01
183;184;1/3 POLIDEKS SOLUSYONU 1000 ML (CAM SISE ) SETLI;POLIFARMA;8699606692898;11,92
184;185;1/3 POLIDEKS SOLUSYONU 1000 ML (CAM SISE ) SETSIZ;POLIFARMA;8699606692904;3,28
185;186;1/4 ISODEXOL INF. 500 ML SOLUSYON(SETSIZ);I.E ULAGAY;8699508690565;14,32
186;187;1/4 ISODEXOL INF. 500 ML SOLUSYONU(SETLI);I.E ULAGAY;8699508690558;5,47
187;188;5-FROTU 1000 MG/20 ML ENJ. ICIN COZ. ICEREN 1 FLAKON;ONKO;8699650772348;5,24
188;189;5-FROTU 5000 MG/100 ML ENJ. ICIN COZ. ICEREN 1 FLAKON;ONKO;8699650772355;59,78
189;190;ABAVIR 245 MG 30 FILM KAPLI TABLET;DROGSAN;8699580090598;71,13
190;191;ABILIFY 1 MG/ML ORAL SOLUSYON 150 ML;ABDI IBRAHIM OTSUKA;8680683590023;12,09
191;192;ABILIFY 10 MG 28 TABLET;ABDI IBRAHIM OTSUKA;8680683010149;21,31
192;193;ABILIFY 15 MG 28 TABLET;ABDI IBRAHIM OTSUKA;8680683010156;70,12
193;194;ABILIFY 30 MG 28 TABLET;ABDI IBRAHIM OTSUKA;8680683010163;14,79
194;195;ABILIFY 5 MG 28 TABLET;ABDI IBRAHIM OTSUKA;8680683010132;3,47
195;196;ABILIFY MAINTENA 400 MG UZUN SALIMLI IM ENJEKSIYONLUK  1 FLAKON;ABDI IBRAHIMOTSUKA;8680683780028;8,77
196;197;ABIRATEX 250 MG 120 TABLET;MUSTAFA NEVZAT;8699541015349;12,21
197;198;ABITIGA 250 MG FILM KAPLI TABLET;TEVA ILAC;8699638095513;32,04
198;199;ABIZOL 1 MG/ML ORAL COZELTI 150 ML;NOBEL ILAC;8699540570078;4,2
199;200;ABIZOL 10 MG 28 TABLET;NOBEL ILAC SANAYI;8699540016668;11,41
200;201;ABIZOL 15 MG 28 TABLET;NOBEL ILAC SANAYI;8699540016712;10,06
201;202;ABIZOL 20 MG 28 TABLET;NOBEL ILAC SANAYI;8699540016767;10,9
202;203;ABIZOL 30 MG 28 TABLET;NOBEL ILAC SANAYI;8699540016811;4,4
203;204;ABIZOL 5 MG 28 TABLET;NOBEL ILAC SANAYI;8699540016613;13,75
204;205;ABIZOL EASYTAB 10 MG 28 AGIZDA DAGILAN TABLET;NOBEL ILAC SANAYI;8699540070097;14,38
205;206;ABIZOL EASYTAB 15 MG 28 AGIZDA DAGILAN TABLET;NOBEL ILAC SANAYI;8699540070110;9,75
206;207;ABIZOL EASYTAB 5 MG AGIZDA DAGILAN 28 TABLET;NOBEL ILAC SANAYI;8699540070080;158,95
207;208;ABSTRAL 100 MCG 10 DILALTI TABLET;ER-KIM;8699538055600;13,98
208;209;ABSTRAL 200 MCG 10 DILALTI TABLET;ER-KIM;8699538055617;5,47
209;210;ABSTRAL 400 MCG 10 DILALTI TABLET;ER-KIM;8699538055624;4,72
210;211;ABSTRAL 800 MCG 10 DILALTI TABLET;ER-KIM;8699538055631;14,2
211;212;ABYGA 250 MG TABLET (120 TABLET);DEVA HOLDING;8699525019776;46,58
212;213;ACCUZIDE 20 MG/12,5 MG 30 FILM TABLET;PFIZER;8699756091367;37,4
213;214;ACCUZIDE FORT 20 MG/25 MG 30 FILM KAPLI TABLET;PFIZER;8699532095763;11,09
214;215;ACE PLUS SELENYUM 30 YUMUSAK KAPSUL;KOCAK FARMA;8699828190042;106,99
215;216;ACETUDIL 60 MG FORT 20 KAPSUL;SANTA FARMA;8699527151016;8,94
216;217;ACIDPASS  10 MG/800 MG/165 MG 12 CIGNEME TABLETI;ILKO;8699680080109;7
217;218;ACIDPASS 10/800/165 MG CIGNEME TABLETI (6 TABLET);ILKO;8699680080093;33,94
218;219;ACLABON 5MG/100 ML IV INFUZYON COZELTISI ICEREN 1 FLAKON;KOCAK FARMA;8699828690191;4,82
219;220;ACLASTA 5MG/100 ML IV INFUZYON COZELTISI;SANDOZ;8681428690442;9,79
220;221;ACLASTA 5MG/100 ML IV INFUZYON COZELTISI;NOVARTIS;8699504690019;11,93
221;222;ACMEL 500 MG/5 ML IM/IV/SC ENJEKSIYONLUK COZELTI (5 ADET);MENTA PHARMA;8681332750010;8,81
222;223;ACNEDUR 20 GR MERHEM;ADEKA;8699587383136;4,76
223;224;ACNEGEN 10 MG 30 YUMUSAK JELATIN KAPSUL;BIOGEN;8699821190100;12,6
224;225;ACNEGEN 20 MG 30 YUMUSAK JELATIN KAPSUL;BIOGEN;8699821190094;10,82
225;226;ACNELYSE %0,025 KREM (20 G);ABDI IBRAHIM;8699514350170;7,04
226;227;ACNELYSE %0,05 KREM;ABDI IBRAHIM;8699514350118;164,84
227;228;ACNELYSE %0,1 KREM;ABDI IBRAHIM;8699514355908;19,44
228;229;ACNEMIX 46,6 GR JEL;BILIM;8699569340089;12,14
229;230;ACORT 15/850 MG 30 FILM TABLET;TRIPHARMA;8699772090818;4,55
230;231;ACTEMRA 162 MG/ 0,9 ML SC ENJ. COZELTI ICEREN KULLANIMA HAZIR 4 ENJEKTOR;ROCHE;8699505952840;3,62
231;232;ACTEMRA 200 MG/10 ML IV INFUZYONLUK COZELTI KONSANTRESI 1 FLAKON;ROCHE;8699505762296;4,34
232;233;ACTEMRA 400 MG/20 ML IV INFUZYONLUK COZELTI KONSANTRESI 1 FLAKON;ROCHE;8699505762319;6,24
